country,region,religions,politics
Bulgaria,Eastern Europe,"{""Christian"": 64.7, ""Muslim"": 9.8, ""Irreligion"": 15.9, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.03, ""Other religion"": 0.1, ""Jewish"": 9.5}","[""BSP for Bulgaria (electoral alliance of BSP, PKT, Ecoglasnost)"", ""Bulgarian Rise or BV"", ""Bulgarian Socialist Party or BSP"", ""Citizens for the European Development of Bulgaria or GERB (alliance with SDS)"", ""Democratic Bulgaria or DB (electoral alliance of Yes! Bulgaria, DSB, and The Greens)"", ""Democrats for a Strong Bulgaria or DSB"", ""Ecoglasnost"", ""Green Movement or The Greens"", ""Movement for Rights and Freedoms or DPS"", ""Political Club Thrace or PKT"", ""Revival"", ""Stand Up.BG or IS.BG"", ""There is Such a People or ITN"", ""Union of Democratic Forces or SDS (alliance with GERB)"", ""Yes! Bulgaria"", ""We Continue the Change or PP"", ""We Continue the Change and Democratic Bulgaria or PP-DB (electoral alliance of PP, DB, Yes! Bulgaria)""]"
Czech Republic,Eastern Europe,"{""Christian"": 11.7, ""Muslim"": 0.05, ""Irreligion"": 47.8, ""Hindu"": 0.02, ""Buddhist"": 0.05, ""Folk religion"": 30.1, ""Other religion"": 10.7, ""Jewish"": 0.02}","[""Action of Dissatisfied Citizens or ANO (Akce nespokojených občanů)"", ""Christian and Democratic Union - Czechoslovak People's Party or KDU-ČSL"", ""Civic Democratic Party or ODS"", ""Communist Party of Bohemia and Moravia or KSČM"", ""Czech Pirate Party or Piráti"", ""ForMOST or ProMOST"", ""Freedom and Direct Democracy or SPD"", ""Independents or NEZ"", ""Mayors and Independents or STAN"", ""Mayors for the Liberec Region or SLK"", ""Ostravak"", ""Přísaha"", ""Senator 21 or SEN 21"", ""Social Democracy SOCDEM"", ""Svobodni"", ""Tradition Responsibility Prosperity 09 or TOP 09"", ""Tábor 2020 or T2020"", ""United Democrats - Association of Independents or SD-SN""]"
Hungary,Eastern Europe,"{""Christian"": 42.5, ""Muslim"": 0.1, ""Irreligion"": 16.1, ""Hindu"": 0.03, ""Buddhist"": 0.1, ""Folk religion"": 40.1, ""Other religion"": 0.9, ""Jewish"": 0.1}","[""Christian Democratic People's Party or KDNP"", ""Democratic Coalition or DK"", ""Dialogue for Hungary or Párbeszéd"", ""Fidesz-Hungarian Civic Alliance or Fidesz"", ""Hungarian Socialist Party or MSZP"", ""Jobbik - Conservatives or Jobbik"", ""LMP-Hungary's Green Party or LMP"", ""Mi Hazank (Our Homeland Movement) or MHM"", ""Momentum Movement or Momentum"", ""Movement for a Better Hungary or Jobbik"", ""National Self-Government of Germans in Hungary or MNOÖ"", ""On the People's Side or A Nép Pártján"", ""Our Homeland Movement or Mi Hazánk"", ""TISZA – Respect and Freedom Party or TISZA""]"
Poland,Eastern Europe,"{""Christian"": 72.43, ""Muslim"": 0.01, ""Irreligion"": 6.87, ""Hindu"": 0.0, ""Buddhist"": 0.01, ""Folk religion"": 20.57, ""Other religion"": 0.12, ""Jewish"": 0.0}","[""AGROunion or AU"", ""Center for Poland or CdP"", ""Civic Platform or PO"", ""Confederation of the Polish Crown or KKP"", ""Kukiz' 15 or K'15"", ""Labor Union or UP"", ""Law and Justice or PiS"", ""Left Together or LR"", ""Modern or .N"", ""National Movement or NN"", ""New Hope or RN"", ""New Left or NL"", ""Poland 2050 or PL2050"", ""Polish Initiative or iPL"", ""Polish People's Party or PSL"", ""Polish Socialist Party or PPS"", ""Renewal of the Republic of Poland or ON RP"", ""Sovereign Poland or SP"", ""The Greens or Zieloni"", ""Union of European Democrats or UED"", ""Yes! For Poland or T!DPL""]"
Republic of Moldova,Eastern Europe,"{""Christian"": 97.40, ""Muslim"": 0.60, ""Irreligion"": 1.40, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.60}","[""Bloc of Communists and Socialists or BCS"", ""Party of Action and Solidarity or PAS""]"
Romania,Eastern Europe,"{""Christian"": 84.82, ""Muslim"": 0.31, ""Irreligion"": 0.68, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 13.04, ""Other religion"": 0.12, ""Jewish"": 0.01}","[""Alliance for the Fatherland or APP"", ""Alliance for the Unity of Romanians or AUR"", ""Christian-Democratic National Peasants' Party or PNT-CD"", ""Civic Hungarian Party"", ""Democratic Union of Hungarians in Romania or UDMR"", ""Ecologist Party of Romania or PER"", ""Force of the Right or FD"", ""Greater Romania Party or PRM"", ""Green Party"", ""National Liberal Party or PNL"", ""Popular Movement Party or PMP"", ""PRO Romania or PRO"", ""Romanian Nationhood Party or PNR"", ""Save Romania Union Party or USR"", ""Social Democratic Party or PSD"", ""Social Liberal Humanist Party or PUSL (formerly Humanist Power Party (Social-Liberal) or PPU-SL)"", ""S.O.S. Romania"", ""The Right Alternative or AD"", ""United Romania Party or PRU"", ""We are Renewing the European Project in Romania or REPER""]"
Russia,Eastern Europe,"{""Christian"": 73.30, ""Muslim"": 10.00, ""Irreligion"": 16.20, ""Hindu"": 0.0, ""Buddhist"": 0.10, ""Folk religion"": 0.20, ""Other religion"": 0.0, ""Jewish"": 0.20}","[""A Just Russia or SRZP"", ""Civic Platform or GP"", ""Communist Party of the Russian Federation or KPRF"", ""Liberal Democratic Party of Russia or LDPR"", ""New People NL"", ""Party of Growth PR"", ""Rodina"", ""United Russia ER""]"
Slovakia,Eastern Europe,"{""Christian"": 68.8, ""Muslim"": 0.1, ""Irreligion"": 23.8, ""Hindu"": 0.02, ""Buddhist"": 0.1, ""Folk religion"": 6.5, ""Other religion"": 0.7, ""Jewish"": 0.04}","[""Alliance-Szovetseg or A-S"", ""Christian Union or KÚ"", ""Civic Conservative Party or OKS"", ""Democrats"", ""Direction-Social Democracy or Smer-SSD"", ""For the People or Za Ludi"", ""Freedom and Solidarity or SaS"", ""Life National Party or Život–NS (formerly Christian Democracy - Life and Prosperity - Alliance for Slovkia)"", ""New Majority or NOVA"", ""Ordinary People and Independent Personalities - New Majority or OLaNO-NOVA"", ""People's Party Our Slovakia or LSNS"", ""Progressive Slovakia or PS"", ""Republic"", ""Slovak National Party or SNS"", ""Voice - Social Democracy or Hlas-SD"", ""We Are Family or Sme-Rodina (formerly Party of Citizens of Slovakia)""]"
Ukraine,Eastern Europe,"{""Christian"": 83.80, ""Muslim"": 1.20, ""Irreligion"": 14.70, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.10}","[""Batkivshchyna (Fatherland)"", ""European Solidarity or YeS"", ""Holos (Voice or Vote)"", ""Opposition Bloc (formerly known as Opposition Bloc — Party for Peace and Development, successor of the Industrial Party of Ukraine, and resulted from a schism in the original Opposition Bloc in 2019; banned in court June 2022; ceased to exist in July 2022)"", ""Opposition Bloc or OB (divided into Opposition Bloc - Party for Peace and Development and Opposition Platform - For Life in 2019; ceased to exist in July 2022)"", ""Opposition Platform - For Life (resulted from a schism in the original Opposition Bloc in 2019; activities suspended by the National Security and Defense Council in March 2022; dissolved in April 2022)"", ""Platform for Life and Peace"", ""Radical Party or RPOL"", ""Samopomich (Self Reliance)"", ""Servant of the People"", ""Svoboda (Freedom)""]"
Aland Islands,Northern Europe,"{""Christian"": 70.5, ""Muslim"": 0.0, ""Irreligion"": 20.5, ""Hindu"": 9.1, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.4, ""Jewish"": 0.0}","[""Alands Framtid"",""Liberalerna pa Aland"",""Demokraterna"",""Alands Socialdemokrater"",""Moderaterna"",""Samlingspartiet"",""Alands Grönas""]"
Denmark,Northern Europe,"{""Christian"": 75.8, ""Muslim"": 4.4, ""Irreligion"": 19.1, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.7, ""Jewish"": 0.0}","[""The Alternative or AP"", ""Conservative People's Party or DKF or C"", ""Danish People's Party or DF or O"", ""Denmark Democrats or E"", ""Green Left or SF or F (formerly Socialist People's Party or SF or F)"", ""Liberal Alliance or LA or I"", ""Liberal Party (Venstre) or V"", ""Moderates or M"", ""New Right Party or NB or D"", ""Red-Green Alliance (Unity List) or EL"", ""Social Democrats or SDP or A"", ""Social Liberal Party or SLP or B""]"
Estonia,Northern Europe,"{""Christian"": 26.8, ""Muslim"": 0.5, ""Irreligion"": 58.4, ""Hindu"": 0.5, ""Buddhist"": 0.2, ""Folk religion"": 12.7, ""Other religion"": 0.9, ""Jewish"": 0.0}","[""Conservative People's Party (Konservatiivne Rahvaerakond) or EKRE"", ""Estonia 200 or E200"", ""Estonia Centre Party of (Keskerakond) or KE"", ""Estonian Free Party or VAP"", ""Estonian Greens or EER"", ""Estonian Nationalists and Conservatives or ERK"", ""Estonian Reform Party (Reformierakond) or RE"", ""Estonian United Left Party or EÜVP"", ""Fatherland or I"", ""Pro Patria (Isamaa)"", ""The Right or PP"", ""Social Democratic Party or SDE""]"
Faroe Islands,Northern Europe,"{""Christian"": 98.00, ""Muslim"": 0.00, ""Irreligion"": 1.70, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.30, ""Jewish"": 0.00}","[""Center Party or H (Midflokkurin)"", ""People's Party or A (Folkaflokkurin)"", ""Progress Party or F (Framsokn)"", ""Republic or E (Tjodveldi)  (formerly the Republican Party)"", ""Self-Government Party or D (Sjalvstyri or Sjalvstyrisflokkurin)"", ""Social Democratic Party or JF (Javnadarflokkurin) or JF"", ""Union Party or B (Sambandsflokkurin)""]"
Finland,Northern Europe,"{""Christian"": 68.6, ""Muslim"": 0.0, ""Irreligion"": 30.6, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.8, ""Jewish"": 0.0}","[""Aland Coalition (a coalition of several political parties on the Aland Islands)"", ""Center Party or Kesk"", ""Christian Democrats or KD"", ""Finns Party or PS"", ""Green League or Vihr"", ""Left Alliance or Vas"", ""Movement Now or Liike Nyt"", ""National Coalition Party or Kok"", ""Social Democratic Party or SDP"", ""Swedish People's Party or RKP or SFP""]"
Iceland,Northern Europe,"{""Christian"": 75.06, ""Muslim"": 0.35, ""Irreligion"": 8.13, ""Hindu"": 1.31, ""Buddhist"": 0.42, ""Folk religion"": 0.0, ""Other religion"": 14.73, ""Jewish"": 0.0}","[""Center Party (Midflokkurinn) or CP"", ""Independence Party (Sjalfstaedisflokkurinn) or IP"", ""Left-Green Movement (Vinstrihreyfingin-graent frambod) or LGM"", ""Liberal Reform Party (Vidreisn)"", ""People's Party (Flokkur Folksins)"", ""Pirate Party (Piratar)"", ""Progressive Party (Framsoknarflokkurinn) or PP"", ""Social Democratic Alliance (Samfylkingin) or SDA""]"
Ireland,Northern Europe,"{""Christian"": 75.5, ""Muslim"": 1.60, ""Irreligion"": 14.80, ""Hindu"": 0.70, ""Buddhist"": 0.20, ""Folk religion"": 0.10, ""Other religion"": 0.40, ""Jewish"": 0.0}","[""Aontu"", ""Solidarity-People Before Profit or PBP-S"", ""Fianna Fail"", ""Fine Gael"", ""Green Party"", ""Human Dignity Alliance"", ""Independent Ireland"", ""Labor (Labour) Party"", ""100% Redress"", ""Right to Change or RTC"", ""Sinn Fein"", ""Social Democrats"", ""Socialist Party"", ""The Workers' Party""]"
Isle of Man,Northern Europe,"{""Christian"": 48.5, ""Muslim"": 0.5, ""Irreligion"": 38.8, ""Hindu"": 0.3, ""Buddhist"": 0.5, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.1}","[""Green Party"", ""Liberal Vannin Party or LVP"", ""Manx Labor Party"", ""Mec Vannin (sometimes referred to as the Manx Nationalist Party)""]"
Latvia,Northern Europe,"{""Christian"": 66.0, ""Muslim"": 0.10, ""Irreligion"": 29.0, ""Hindu"": 0.00, ""Buddhist"": 0.00, ""Folk religion"": 0.00, ""Other religion"": 0.20, ""Jewish"": 0.00}","[""Development/For! or AP!"", ""For Stability or S!"", ""For Latvia's Development LA"", ""Harmony or S"", ""Honor to Serve Riga! or GKR"", ""Latvia First LPV"", ""Latvian Green Party or LZP"", ""National Alliance or NA"", ""New Unity or JV"", ""People, Land, Statehood TZV"", ""Social Democratic Party Harmony or S"", ""The Progressives or PRO"", ""Union of Greens and Farmers or ZZS"", ""United List or AS"", ""We for Talsi and Municipality or MTuN""]"
Lithuania,Northern Europe,"{""Christian"": 79.37, ""Muslim"": 0.08, ""Irreligion"": 6.11, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 13.67, ""Other religion"": 0.58, ""Jewish"": 0.04}","[""Dawn of Nemunas or NA"", ""Electoral Action of Poles in Lithuania or LLRA–KŠS"", ""Freedom and Justice Party or LT (formerly Lithuanian Freedom Union (Liberals))"", ""Freedom Party or LP"", ""Homeland Union-Lithuanian Christian Democrats or TS-LKD"", ""Labour Party or DP"", ""Lithuanian Center Party or LCP"", ""Lithuanian Christian Democracy Party or LKDP"", ""Lithuanian Farmers and Greens Union or LVZS"", ""Lithuanian Green Party or LZP"", ""Liberals' Movement or LRLS"", ""Lithuanian List or LL"", ""Lithuanian Regions Party or LRP"", ""Social Democratic Party of Lithuania or LSDP"", ""Union of Democrats for Lithuania or DSVL""]"
Norway,Northern Europe,"{""Christian"": 75.63, ""Muslim"": 3.41, ""Irreligion"": 20.17, ""Hindu"": 0.0, ""Buddhist"": 0.40, ""Folk religion"": 0.0, ""Other religion"": 5.21, ""Jewish"": 0.01}","[""Center Party or Sp"", ""Christian Democratic Party or KrF"", ""Conservative Party or H"", ""Green Party or MDG"", ""Labor Party or Ap"", ""Liberal Party or V"", ""Patient Focus or PF"", ""Progress Party or FrP"", ""Red Party or R"", ""Socialist Left Party or SV""]"
Svalbard And Jan Mayen Islands,Northern Europe,"{""Christian"": 80.0, ""Muslim"": 0.0, ""Irreligion"": 15.0, ""Hindu"": 5.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Conservative"", ""Labor"", ""Liberal"", ""Progress"", ""Socialist Left""]"
Sweden,Northern Europe,"{""Christian"": 61.3, ""Muslim"": 2.3, ""Irreligion"": 36.0, ""Hindu"": 0.0, ""Buddhist"": 0.1, ""Folk religion"": 0.0, ""Other religion"": 0.10, ""Jewish"": 0.08}","[""Center Party (Centerpartiet) or C"", ""Christian Democrats (Kristdemokraterna) or KD"", ""Green Party (Miljopartiet de Grona) or MP"", ""Left Party (Vansterpartiet) or V"", ""Moderate Party (Moderaterna) or M"", ""Sweden Democrats (Sverigedemokraterna) or SD"", ""Swedish Social Democratic Party (Socialdemokraterna) or S/SAP"", ""The Liberals (Liberalerna) or L""]"
United Kingdom of Great Britain and Northern Ireland,Northern Europe,"{""Christian"": 47.8, ""Muslim"": 5.9, ""Irreligion"": 36.6, ""Hindu"": 1.6, ""Buddhist"": 0.4, ""Folk religion"": 0.16, ""Other religion"": 1.3, ""Jewish"": 0.3}","[""Alliance Party or APNI (Northern Ireland)"", ""Conservative and Unionist Party"", ""Democratic Unionist Party or DUP (Northern Ireland)"", ""Green Party of England and Wales or Greens"", ""Labor (Labour) Party"", ""Liberal Democrats (Lib Dems)"", ""Party of Wales (Plaid Cymru)"", ""Reform UK"", ""Scottish National Party or SNP"", ""Sinn Fein (Northern Ireland)"", ""Social Democratic and Labor Party or SDLP (Northern Ireland)"", ""Traditional Unionist Voice or TUV"", ""UK Independence Party or UKIP"", ""Ulster Unionist Party or UUP (Northern Ireland)"", ""Workers Party of Great Britian""]"
Albania,Southern Europe,"{""Christian"": 16.95, ""Muslim"": 58.79, ""Irreligion"": 8.00, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 16.20, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Alliance for Change (electoral coalition led by PD)"",""Democratic Party or PD"",""Party for Justice, Integration and Unity or PDIU (part of the Alliance for Change)"",""Social Democratic Party or PSD"",""Freedom Party of Albania or PL (formerly the Socialist Movement for Integration or LSI)"",""Socialist Party or PS""]"
Andorra,Southern Europe,"{""Christian"": 89.50, ""Muslim"": 0.80, ""Irreligion"": 8.80, ""Hindu"": 0.50, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.10, ""Jewish"": 0.30}","[""Action for Andorra or ACCIO"", ""Committed Citizens or CC"", ""Concord or C"", ""Democrats for Andorra or DA"", ""Forward Andorra or AE"", ""Liberals of Andorra or L'A"", ""Social Democratic Party or PS"", ""Social Democracy and Progress or SDP""]"
Bosnia and Herzegovina,Southern Europe,"{""Christian"": 45.9, ""Muslim"": 50.70, ""Irreligion"": 2.50, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Alliance of Independent Social Democrats or SNSD"", ""Bosnian-Herzegovinian Initiative or BHI KF"", ""Civic Alliance or GS"", ""Croatian Democratic Union of Bosnia and Herzegovina or HDZ-BiH"", ""Democratic Front or DF"", ""Democratic Union or DEMOS"", ""For Justice and Order"", ""Our Party or NS/HC"", ""Party for Democratic Action or SDA"", ""Party of Democratic Progress or PDP"", ""People and Justice Party or NiP"", ""People's European Union of Bosnia and Herzegovina or NES"", ""Serb Democratic Party or SDS"", ""Social Democratic Party or SDP"", ""United Srpska or US""]"
Croatia,Southern Europe,"{""Christian"": 87.46, ""Muslim"": 1.32, ""Irreligion"": 6.39, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 3.86, ""Other religion"": 1.87, ""Jewish"": 0.0}","[""Bosniaks Together"", ""The Bridge or MOST (formerly the Bridge of Independent Lists)"", ""Croatia Romani Union Kali Sara (SRRH)"", ""Croatian Democratic Union or HDZ"", ""Democratic Union of Hungarians in Croatia (DZMH)"", ""Focus or Fokus"", ""Homeland Movement or DP (also known as Miroslav Škoro Homeland Movement or DPMS)"", ""Independent Democratic Serb Party or SDSS"", ""Independent Platform of the North (NPS)"", ""Istrian Democratic Assembly or IDS"", ""Social Democratic Party of Croatia or SDP"", ""We Can! or Mozemo!""]"
Gibraltar,Southern Europe,"{""Christian"": 88.80, ""Muslim"": 4.00, ""Irreligion"": 2.90, ""Hindu"": 1.80, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.30, ""Jewish"": 2.10}","[""Gibraltar Liberal Party or Liberal Party of Gibraltar or LPG"", ""Gibraltar Social Democrats or GSD"", ""Gibraltar Socialist Labor Party or GSLP"", ""GSLP-Liberal Alliance"", ""Together Gibraltar or TG""]"
Greece,Southern Europe,"{""Christian"": 88.10, ""Muslim"": 5.30, ""Irreligion"": 6.10, ""Hindu"": 0.10, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Coalition of the Radical Left-Progressive Alliance or SYRIZA-PS"", ""Communist Party of Greece or KKE"", ""Course of Freedom"", ""Democratic Patriotic Movement-Victory or NIKI"", ""Greek Solution"", ""New Democracy or ND"", ""PASOK - Movement for Change or PASOK-KINAL"", ""Spartans""]"
Holy See,Southern Europe,"{""Christian"": 100.0, ""Muslim"": 0.0, ""Irreligion"": 0.0, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""none""]"
Italy,Southern Europe,"{""Christian"": 83.30, ""Muslim"": 3.70, ""Irreligion"": 12.40, ""Hindu"": 0.10, ""Buddhist"": 0.20, ""Folk religion"": 0.10, ""Other religion"": 0.10, ""Jewish"": 0.08}","[""Action-Italia Viva"", ""Associative Movement of Italians Abroad or MAIE"", ""Brothers of Italy or FdI"", ""Democratic Party or PD"", ""Five Star Movement or M5S"", ""Forza Italia or FI"", ""Free and Equal (Liberi e Uguali) or LeU"", ""Greens and Left Alliance or AVS"", ""Italexit"", ""League or Lega"", ""More Europe or +EU"", ""Popular Union or PU"", ""South calls North or ScN"", ""South Tyrolean Peoples Party or SVP"", ""other minor parties""]"
Malta,Southern Europe,"{""Christian"": 97.00, ""Muslim"": 0.20, ""Irreligion"": 2.50, ""Hindu"": 0.20, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""AD+PD or ADPD (formed from the merger of Democratic Alternative or AD and Democratic Party (Partit Demokratiku) or PD)"", ""Labor Party (Partit Laburista) or PL"", ""Nationalist Party (Partit Nazzjonalista) or PN""]"
Montenegro,Southern Europe,"{""Christian"": 78.10, ""Muslim"": 18.70, ""Irreligion"": 3.20, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Albanian Alliance (electoral coalition includes FORCA, PD, DSCG)"", ""Albanian Alternative or AA"", ""Albanian Democratic League or LDSH"", ""Albanian Forum (electoral coalition includes AA, LDSH, UDSH)"", ""Aleksa and Dritan - Count Bravely! (electoral coalition includes Democrats, URA)"", ""Bosniak Party or BS"", ""Civic Movement United Reform Action or United Reform Action or URA"", ""Croatian Civic Initiative or HGI"", ""Democratic Alliance or DEMOS"", ""Democratic League in Montenegro or DSCG"", ""Democratic Montenegro or Democrats"", ""Democratic Party of Socialists or DPS"", ""Democratic People's Party or DNP"", ""Democratic Union of Albanians or UDSH"", ""Europe Now!"", ""For the Future of Montenegro or ZBCG (coalition includes NSD, DNP, RP)"", ""Liberal Party or LP"", ""New Democratic Power or FORCA"", ""New Serb Democracy or NSD or NOVA"", ""Social Democrats or SD"", ""Socialist People's Party or SNP"", ""Together! (electoral coalition includes DPS, SD, LP, UDSH)"", ""United Montenegro or UCG (split from DEMOS)"", ""Workers' Party or RP""]"
North Macedonia,Southern Europe,"{""Christian"": 60.43, ""Muslim"": 32.17, ""Irreligion"": 0.59, ""Hindu"": 0.0, ""Buddhist"": 0.05, ""Folk religion"": 7.20, ""Other religion"": 0.02, ""Jewish"": 0.0}","[""Alliance for Albanians or AfA or ASH"", ""Alternative (Alternativa) or AAA"", ""Besa Movement or BESA"", ""Citizen Option for Macedonia or GROM"", ""Democratic Alliance or DS"", ""Democratic Movement or LD"", ""Democratic Party of Albanians or PDSH"", ""Democratic Party of Serbs or DPSM"", ""Democratic Renewal of Macedonia or DOM"", ""Democratic Union for Integration or BDI"", ""European Democratic Party or PDE"", ""Internal Macedonian Revolutionary Organization - Democratic Party for Macedonian National Unity or VMRO-DPMNE"", ""Internal Macedonian Revolutionary Organization - People's Party or VMRO-NP"", ""Liberal Democratic Party or LDP"", ""New Social-Democratic Party or NSDP"", ""Social Democratic Union of Macedonia or SDSM"", ""Socialist Party of Macedonia or SPM"", ""Srpska Stranka in Macedonia or SSM"", ""The Left (Levica)"", ""The People Movement or LP"", ""Turkish Democratic Party or TDP"", ""Turkish Movement Party or THP"", ""We Can! (coalition includes SDSM/BESA/VMRO-NP, DPT, LDP)""]"
Portugal,Southern Europe,"{""Christian"": 84.77, ""Muslim"": 0.42, ""Irreligion"": 14.09, ""Hindu"": 0.22, ""Buddhist"": 0.19, ""Folk religion"": 0.0, ""Other religion"": 0.28, ""Jewish"": 0.03}","[""Democratic Alliance or AD (2024 electoral alliance in the Azores, includes PSD, CDS-PP, PPM)"", ""Democratic and Social Center/People's Party (Partido do Centro Democratico Social-Partido Popular) or CDS-PP"", ""Ecologist Party The Greens or Os Verdes (Partido Ecologista-Os Verdes) or PEV"", ""Enough (Chega)"", ""Liberal Initiative (Iniciativa Liberal) or IL"", ""LIVRE or L"", ""People-Animals-Nature Party (Pessoas-Animais-Natureza) or PAN"", ""People's Monarchist Party or PPM"", ""Portuguese Communist Party (Partido Comunista Portugues) or PCP"", ""Social Democratic Party (Partido Social Democrata) or PSD (formerly the Partido Popular Democratico or PPD)"", ""Socialist Party (Partido Socialista) or PS"", ""The Left Bloc (Bloco de Esquerda) or BE or O Bloco"", ""Unitary Democratic Coalition (Coligacao Democratica Unitaria) or CDU (includes PCP and PEV) (2024)""]"
San Marino,Southern Europe,"{""Christian"": 91.60, ""Muslim"": 0.0, ""Irreligion"": 7.20, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.90, ""Jewish"": 0.30}","[""Domani - Modus Liberi or DML"", ""Free San Marino (Libera San Marino) or Libera"", ""Future Republic or RF"", ""Party of Socialists and Democrats or PSD"", ""Reformist Alliance or AR"", ""RETE Movement"", ""Sammarinese Christian Democratic Party or PDCS"", ""Socialist Party or PS"", ""Tomorrow in Movement coalition (includes RETE Movement, DML)""]"
Serbia,Southern Europe,"{""Christian"": 92.50, ""Muslim"": 4.20, ""Irreligion"": 3.30, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Alliance of Vojvodina Hungarians or SVM or VMSZ"", ""Democratic Alliance of Croats in Vojvodina or DSHV"", ""Democratic Party or DS"", ""Ecological Uprising or EU"", ""Green - Left Front or ZLF"", ""Greens of Serbia or ZS"", ""Justice and Reconciliation Party or SPP (formerly Bosniak Democratic Union of Sandzak or BDZS)"", ""Movement for Reversal or PZP"", ""Movement for the Restoration of the Kingdom of Serbia or POKS"", ""Movement of Free Citizens or PSG"", ""Movement of Socialists or PS"", ""National Democratic Alternative or NADA (electoral coalition includes NDSS and POKS)"", ""New Communist Party of Yugoslavia or NKPJ"", ""New Democratic Party of Serbia or NDSS or New DSS  (formerly Democratic Party of Serbia or DSS)"", ""New Face of Serbia or NLS"", ""Party of Democratic Action of the Sandzak or SDAS"", ""Party of Freedom and Justice or SSP"", ""Party of United Pensioners, Farmers, and Proletarians of Serbia – Solidarity and Justice or PUPS - Solidarity and Justice (formerly Party of United Pensioners of Serbia or PUPS)"", ""People's Movement of Serbia or NPS"", ""People's Movement of Serbs from Kosovo and Metohija or Fatherland"", ""People's Peasant Party or NSS"", ""Political Battle of the Albanians Continues"", ""Russian Party or RS"", ""Serbia Against Violence or SPN (electoral coalition includes DS, SSP, ZLF, Zajedno, NPS, PSG, EU, PZP, USS Sloga, NLS, Fatherland)"", ""Serbia Must Not Stop (electoral coalitions includes SNS, SDPS, PUPS, PSS, SNP, SPO, PS, NSS, USS)"", ""Serbian People's Party or SNP"", ""Serbian Progressive Party or SNS"", ""Serbian Renewal Movement or SPO"", ""Social Democratic Party of Serbia or SDPS"", ""Socialist Party of Serbia or SPS"", ""Strength of Serbia or PSS"", ""Together or ZAJEDNO"", ""United Peasant Party or USS"", ""United Serbia or JS"", ""United Trade Unions of Serbia Sloga or USS Sloga"", ""We - The Voice from the People or MI-GIN""]"
Slovenia,Southern Europe,"{""Christian"": 78.40, ""Muslim"": 3.60, ""Irreligion"": 18.00, ""Hindu"": 0.0, ""Buddhist"": 0.0, ""Folk religion"": 0.0, ""Other religion"": 0.0, ""Jewish"": 0.0}","[""Democratic Party of Pensioners of Slovenia or DeSUS"", ""Freedom Movement or GS (formerly Greens Actions Party or Z.DEJ)"", ""List of Marjan Sarec or LMS"", ""New Slovenia - Christian Democrats or NSi"", ""Party of Alenka Bratusek or SAB (formerly Alliance of Social Liberal Democrats or ZSD and before that Alliance of Alenka Bratusek or ZaAB)"", ""Resni.ca"", ""Slovenian Democratic Party or SDS (formerly the Social Democratic Party of Slovenia or SDSS)"", ""Slovenian National Party or SNS"", ""Social Democrats or SD"", ""The Left or Levica (successor to United Left or ZL)""]"
